marca;modelo;ano;tipo_carroceria;tipo_combustivel;transmissão;quilometragem;preço;condição;estado;uf;pais;idade;km_ano
Ford;Explorer;2022;Van;Hybrid;Automatic;43136;8876,00;salvage;Pinto;BFC;France;3;14378,67
Mercedes-Benz;E-Class;2019;Sedan;Hybrid;Automatic;104722;6432,00;salvage;Eilenburg;NW;Germany;6;17453,67
Nissan;Magnite;2012;Pickup;CNG;CVT;174325;2055,00;good;Jodiefort;NIR;UK;13;13409,62
Nissan;Altima;2020;Crossover;Electric;Manual;99563;12733,00;excellent;Hoarau-sur-Joly;NAQ;France;5;19912,60
Kia;Sonet;2018;Coupe;Petrol;Automatic;82749;8132,00;good;Durg;PB;India;7;11821,29
Skoda;Slavia;2017;Hatchback;Petrol;Automatic;126642;3510,00;good;Hildburghausen;HE;Germany;8;15830,25
Ford;Escape;2019;Crossover;Petrol;Automatic;141515;3801,00;salvage;Bangalore;PB;India;6;23585,83
Tesla;Model Y;2017;Sedan;Petrol;Automatic;108229;6017,00;excellent;East London;GP;South Africa;8;13528,62
Hyundai;i20;2017;Crossover;Diesel;Automatic;191006;3840,00;good;八丈島八丈町;Kyoto;Japan;8;23875,75
Kia;Sorento;2019;Crossover;Petrol;Automatic;97491;7366,00;excellent;Port Andrewton;NT;Australia;6;16248,50
Tata;Nexon;2025;Crossover;Hybrid;Automatic;102993;21809,00;good;North Sherri;TX;US;0;13684,21
Mercedes-Benz;E-Class;2023;Crossover;Petrol;Automatic;24226;26118,00;fair;North Kristin;NT;Australia;2;12113,00
Toyota;Tacoma;2014;Van;Electric;Automatic;149174;2423,00;fair;Deggendorf;NW;Germany;11;13561,27
BMW;3 Series;2019;Pickup;Petrol;Automatic;96995;16053,00;excellent;Tinaborough;NIR;UK;6;16165,83
Volkswagen;Jetta;2017;Convertible;Petrol;Automatic;108160;3013,00;salvage;Williamsville;QC;Canada;8;13520,00
Nissan;Magnite;2024;Coupe;Diesel;Manual;13584;27752,00;good;Port Cindy;VIC;Australia;1;13584,00
Mercedes-Benz;GLC;2013;Crossover;Diesel;Manual;181918;2982,00;good;Kirstyville;SCT;UK;12;15159,83
Volkswagen;Taigun;2014;Coupe;CNG;Automatic;132636;1699,00;fair;Daviesstad;SCT;UK;11;12057,82
Ford;Maverick;2017;Coupe;Petrol;Manual;118149;4202,00;good;Johannesburg;GP;South Africa;8;14768,62
Toyota;Corolla;2019;Sedan;Petrol;Automatic;63046;6324,00;fair;St. Nancytown;NSW;Australia;6;10507,67
Toyota;Fortuner;2019;Crossover;CNG;Automatic;45245;9907,00;good;Peixoto do Campo;AM;Brazil;6;7540,83
Nissan;Magnite;2006;Crossover;Electric;DCT;262805;1192,00;fair;杉並区;Aichi;Japan;19;13831,84
Tata;Punch;2025;Crossover;Diesel;Manual;102993;22683,00;excellent;New Kaylamouth;QLD;Australia;0;13684,21
Tesla;Model Y;2021;Crossover;Electric;Manual;41324;23994,00;good;Freitas da Serra;CE;Brazil;4;10331,00
Honda;City;2025;Convertible;Plug-in Hybrid;Automatic;102993;44849,00;good;Pune;MH;India;0;13684,21
Chevrolet;Silverado;2012;MPV;Hybrid;Automatic;163176;1289,00;fair;Coryville;QLD;Australia;13;12552,00
Audi;Q5;2021;SUV;Diesel;Manual;34302;29676,00;excellent;Smithville;WLS;UK;4;8575,50
Skoda;Kushaq;2012;Convertible;CNG;Automatic;213883;1908,00;good;Langview;QC;Canada;13;16452,54
BMW;3 Series;2021;SUV;Petrol;CVT;37211;25586,00;good;Durban;FS;South Africa;4;9302,75
Audi;Q5;2016;Convertible;Petrol;Manual;90743;10319,00;excellent;Lake Lorraineport;ENG;UK;9;10082,56
Honda;CR-V;2022;Coupe;Petrol;Manual;39366;21032,00;excellent;Neu-Ulm;HE;Germany;3;13122,00
BMW;3 Series;2011;Pickup;Hybrid;Automatic;106615;3130,00;fair;Allenborough;QLD;Australia;14;7615,36
Maruti;Dzire;2013;Van;Petrol;Manual;294221;1199,00;fair;Guillon-sur-Mer;HDF;France;12;24518,42
Mercedes-Benz;GLC;2020;Convertible;Electric;Manual;44271;28801,00;good;East Anita;NS;Canada;5;8854,20
Tesla;Model Y;2007;MPV;Plug-in Hybrid;Manual;173324;1191,00;fair;Vasconcelos das Pedras;PA;Brazil;18;9629,11
Mercedes-Benz;GLC;2017;Convertible;Hybrid;Automatic;196917;7070,00;good;Chartier;BFC;France;8;24614,62
Chevrolet;Equinox;2012;Van;Petrol;Automatic;160727;1519,00;excellent;North Xaviermouth;WA;Australia;13;12363,62
Honda;Amaze;2008;Crossover;Petrol;CVT;158030;1249,00;fair;Andreafurt;SA;Australia;17;9295,88
Hyundai;Creta;2023;Pickup;Diesel;Automatic;25693;26858,00;good;Johnsonburgh;PA;US;2;12846,50
Chevrolet;Silverado;2020;Hatchback;Electric;Automatic;62452;8124,00;fair;袖ケ浦市;Kyoto;Japan;5;12490,40
Honda;Accord;2018;Crossover;Diesel;Automatic;88578;7168,00;good;Jammu;TG;India;7;12654,00
Chevrolet;Equinox;2016;Van;Diesel;Automatic;147024;3168,00;excellent;Bloemfontein;KZN;South Africa;9;16336,00
Audi;A6;2018;Sedan;CNG;Automatic;148123;7906,00;good;Saint Édithdan;HDF;France;7;21160,43
Skoda;Slavia;2021;Sedan;Hybrid;Automatic;92997;10304,00;good;鎌ケ谷市;Hokkaido;Japan;4;23249,25
Audi;Q5;2018;Pickup;Petrol;Automatic;115297;16531,00;excellent;Roussel;HDF;France;7;16471,00
Toyota;Highlander;2006;Crossover;Petrol;Automatic;268613;1235,00;good;Regen;BY;Germany;19;14137,53
Mahindra;XUV700;2008;Hatchback;Petrol;Automatic;285989;1268,00;good;小笠原村;Kyoto;Japan;17;16822,88
Mahindra;XUV700;2015;Convertible;Petrol;Automatic;219938;2431,00;like new;Motihari;HR;India;10;21993,80
Chevrolet;Silverado;2017;MPV;Petrol;Automatic;134212;2930,00;desconhecido;Hickschester;NIR;UK;8;16776,50
Kia;Seltos;2018;Crossover;Diesel;DCT;78170;5361,00;fair;Lake Roger;ACT;Australia;7;11167,14
Maruti;Swift;2023;Crossover;Hybrid;Automatic;24076;7812,00;salvage;Johannesburg;FS;South Africa;2;12038,00
Toyota;Fortuner;2017;Hatchback;Diesel;Automatic;69615;4253,00;excellent;South Kieran;SCT;UK;8;8701,88
Honda;CR-V;2007;Sedan;Hybrid;CVT;260000;1187,00;excellent;West Katy;SCT;UK;18;14444,44
Toyota;Innova;2019;Crossover;Petrol;Automatic;126370;8252,00;excellent;板橋区;Tokyo;Japan;6;21061,67
Ford;Maverick;2025;Convertible;Diesel;Automatic;102993;23024,00;salvage;Panvel;MH;India;0;13684,21
Tesla;Model Y;2022;Van;CNG;Automatic;60960;24919,00;good;Allard;ARA;France;3;20320,00
Skoda;Slavia;2020;Crossover;Petrol;DCT;108091;10945,00;excellent;Wolfenbüttel;SN;Germany;5;21618,20
Hyundai;Creta;2019;Pickup;Petrol;Manual;46625;9994,00;fair;St. William;QLD;Australia;6;7770,83
Hyundai;Creta;2023;Coupe;Diesel;Automatic;21406;20770,00;good;Sales;SP;Brazil;2;10703,00
Toyota;Camry;2019;Crossover;Hybrid;Automatic;77941;8884,00;good;Ramagundam;KL;India;6;12990,17
Hyundai;Tucson;2021;Hatchback;Electric;Automatic;26433;9811,00;fair;Lake James;QC;Canada;4;6608,25
BMW;X3;2014;SUV;Diesel;Automatic;137434;5279,00;fair;Hoareau-sur-Meunier;PACA;France;11;12494,00
Chevrolet;Equinox;2021;Sedan;Plug-in Hybrid;Automatic;80874;10071,00;fair;Calau;BW;Germany;4;20218,50
BMW;3 Series;2008;Pickup;CNG;Automatic;211708;1548,00;fair;川崎市中原区;Aichi;Japan;17;12453,41
Chevrolet;Trax;2014;SUV;Petrol;Manual;162282;3573,00;excellent;青梅市;Kanagawa;Japan;11;14752,91
Toyota;Highlander;2015;Van;Petrol;Manual;94383;3255,00;good;Port Louis;ENG;UK;10;9438,30
Audi;Q3;2015;Crossover;Petrol;Automatic;165415;4118,00;excellent;West Margaretside;NB;Canada;10;16541,50
BMW;X5;2013;MPV;Hybrid;Manual;141052;2239,00;fair;Bloemfontein;LP;South Africa;12;11754,33
Toyota;Tacoma;2024;Convertible;Petrol;Manual;11616;26193,00;fair;Pretoria;LP;South Africa;1;11616,00
Kia;Sorento;2014;Crossover;CNG;Automatic;295093;1626,00;fair;Sainte Éric-sur-Mer;OCC;France;11;26826,64
Hyundai;Tucson;2015;Van;CNG;Automatic;74103;4791,00;excellent;East London;MP;South Africa;10;7410,30
Nissan;Magnite;2020;Sedan;Hybrid;Manual;91284;8535,00;good;Jamalpur;RJ;India;5;18256,80
Toyota;Corolla;2014;SUV;Hybrid;CVT;159994;1878,00;fair;North Monica;VIC;Australia;11;14544,91
Tesla;Model 3;2015;SUV;Hybrid;Automatic;156760;6174,00;good;Klein;OCC;France;10;15676,00
Tata;Harrier;2025;Convertible;Hybrid;Manual;102993;22349,00;fair;Siqueira;PR;Brazil;0;13684,21
Skoda;Octavia;2019;Pickup;Hybrid;CVT;97888;9975,00;excellent;Saraton;WLS;UK;6;16314,67
Volkswagen;Taigun;2023;Crossover;Petrol;Manual;18051;21670,00;excellent;Georgemouth;SA;Australia;2;9025,50
BMW;3 Series;2013;MPV;Plug-in Hybrid;Automatic;137625;2616,00;good;Wrightfurt;IL;US;12;11468,75
Kia;Sportage;2025;SUV;Petrol;Manual;102993;45872,00;new;Michaelfort;AB;Canada;0;13684,21
Ford;F-150;2019;Crossover;Petrol;Manual;93933;7018,00;excellent;Johannesburg;KZN;South Africa;6;15655,50
Audi;Q3;2021;Convertible;Petrol;Automatic;51597;29571,00;excellent;Sainte Philippine;PDL;France;4;12899,25
Ford;F-150;2006;Van;Diesel;Automatic;200745;1293,00;like new;New Danielton;NC;US;19;10565,53
Hyundai;Tucson;2015;Crossover;Hybrid;Automatic;150961;2468,00;excellent;West Jeffrey;NS;Canada;10;15096,10
Skoda;Octavia;2018;Coupe;Petrol;Automatic;112555;4965,00;good;New Barbaraville;NT;Australia;7;16079,29
Tata;Altroz;2016;MPV;Hybrid;Manual;85424;2677,00;good;Bloemfontein;NW;South Africa;9;9491,56
Nissan;Sentra;2016;MPV;Diesel;Automatic;119165;3984,00;fair;Neustadt am Rübenberge;RP;Germany;9;13240,56
BMW;X5;2021;Van;Diesel;Automatic;50401;10118,00;salvage;Lake Heidi;WA;US;4;12600,25
Audi;Q3;2015;SUV;Petrol;Automatic;95791;6697,00;good;Lake Thomas;BC;Canada;10;9579,10
Toyota;Corolla;2015;MPV;Electric;Automatic;113481;2716,00;good;Moreira;PA;Brazil;10;11348,10
Skoda;Octavia;2025;Coupe;Petrol;Manual;102993;27284,00;fair;Castroborough;QLD;Australia;0;13684,21
Tata;Punch;2014;Crossover;Hybrid;Automatic;181271;1691,00;good;Solapur;KL;India;11;16479,18
Mercedes-Benz;E-Class;2021;Coupe;Hybrid;Automatic;37879;26228,00;like new;New Jennaburgh;NIR;UK;4;9469,75
Nissan;Magnite;2014;Hatchback;Electric;Automatic;87899;2405,00;excellent;Frederickchester;NJ;US;11;7990,82
BMW;X3;2024;Van;Petrol;Automatic;16384;34028,00;fair;新島村;Kyoto;Japan;1;16384,00
Mercedes-Benz;GLC;2009;Coupe;Petrol;Automatic;205745;1638,00;good;South Tamaratown;CO;US;16;12859,06
Chevrolet;Malibu;2017;Van;Petrol;Manual;99423;3637,00;fair;Pretoria;GP;South Africa;8;12427,88
Ford;F-150;2019;Crossover;Petrol;Automatic;80953;8867,00;new;West Michaelview;MB;Canada;6;13492,17
Kia;Sonet;2012;Convertible;CNG;Automatic;102379;3164,00;excellent;Carvalho;MG;Brazil;13;7875,31
Audi;A4;2017;Hatchback;Petrol;Manual;86445;4279,00;fair;North Amanda;MI;US;8;10805,62
Tesla;Model 3;2018;MPV;CNG;Automatic;59040;11510,00;excellent;East Sheila;SCT;UK;7;8434,29
Chevrolet;Trax;2018;Convertible;Petrol;Manual;107782;8687,00;good;Thibault;GES;France;7;15397,43
Audi;A4;2016;Pickup;Diesel;Automatic;87461;9649,00;good;Cardoso do Sul;AM;Brazil;9;9717,89
Mercedes-Benz;GLA;2005;SUV;Hybrid;Automatic;418428;1225,00;like new;Fatehpur;MH;India;20;20921,40
Skoda;Kushaq;2014;MPV;Petrol;Manual;271664;1768,00;good;Nauen;NI;Germany;11;24696,73
Ford;F-150;2015;Sedan;Petrol;Manual;118547;2367,00;good;Adamland;SCT;UK;10;11854,70
Nissan;Sentra;2013;Crossover;Petrol;Automatic;103679;2333,00;good;Stevenside;NL;Canada;12;8639,92
BMW;X3;2017;Sedan;Petrol;Manual;206650;5257,00;excellent;Brunel;PDL;France;8;25831,25
Honda;Accord;2016;Coupe;Petrol;Automatic;140954;4865,00;good;Gomezboeuf;OCC;France;9;15661,56
Volkswagen;Jetta;2017;Crossover;Hybrid;Automatic;95435;7609,00;excellent;Parsberg;HB;Germany;8;11929,38
Audi;Q5;2016;Hatchback;Petrol;Manual;183430;4101,00;excellent;小平市;Aichi;Japan;9;20381,11
Honda;Amaze;2025;Convertible;Plug-in Hybrid;Automatic;102993;37286,00;fair;Robertston;WLS;UK;0;13684,21
Audi;A4;2011;SUV;Petrol;CVT;171166;3763,00;excellent;Sainte ChristelleBourg;PDL;France;14;12226,14
Nissan;Sentra;2017;Pickup;Plug-in Hybrid;Manual;56044;10380,00;desconhecido;Gordonbury;NS;Canada;8;7005,50
Nissan;Sentra;2012;Van;Diesel;Manual;275802;1705,00;excellent;Sainte Sophie-les-Bains;NAQ;France;13;21215,54
Mercedes-Benz;GLA;2014;MPV;Petrol;Automatic;294518;2409,00;fair;Colin;PDL;France;11;26774,36
Kia;Sportage;2022;Coupe;Petrol;CVT;39823;18138,00;good;Firozabad;PB;India;3;13274,33
Audi;A6;2012;Coupe;Petrol;Automatic;178803;2060,00;fair;Pereira Verde;PE;Brazil;13;13754,08
Volkswagen;Taigun;2018;Van;Petrol;Manual;70573;6898,00;excellent;Port Elizabeth;EC;South Africa;7;10081,86
Volkswagen;Jetta;2017;Pickup;Electric;Automatic;50378;10861,00;excellent;Durban;WC;South Africa;8;6297,25
Mercedes-Benz;GLC;2021;Sedan;Petrol;Manual;34810;17654,00;good;New Jennifer;NB;Canada;4;8702,50
Tesla;Model Y;2017;Crossover;Petrol;Automatic;81232;10159,00;excellent;Cape Town;EC;South Africa;8;10154,00
Tata;Altroz;2022;Convertible;Petrol;Manual;61019;15020,00;excellent;Narasaraopet;HR;India;3;20339,67
Nissan;Rogue;2013;Van;Hybrid;Automatic;96959;2955,00;excellent;Josephhaven;NT;Australia;12;8079,92
Skoda;Slavia;2017;Convertible;Diesel;Automatic;67973;8578,00;excellent;South Rhysburgh;ENG;UK;8;8496,62
Tata;Altroz;2015;Convertible;Diesel;Manual;259187;1755,00;fair;西多摩郡日の出町;Osaka;Japan;10;25918,70
Nissan;Rogue;2021;SUV;Hybrid;Automatic;55990;15224,00;good;小笠原村;Tokyo;Japan;4;13997,50
Kia;Sportage;2013;Coupe;Plug-in Hybrid;Automatic;130971;1759,00;good;East London;LP;South Africa;12;10914,25
Nissan;Magnite;2019;Coupe;Petrol;CVT;83743;10221,00;good;Paul;PACA;France;6;13957,17
Skoda;Octavia;2022;Hatchback;Petrol;Automatic;30415;11546,00;good;East London;LP;South Africa;3;10138,33
Tata;Nexon;2017;MPV;Petrol;Manual;89251;3204,00;good;East Joshuamouth;NL;Canada;8;11156,38
Kia;Sorento;2014;MPV;Petrol;AMT;224248;1906,00;good;Giridih;KL;India;11;20386,18
Volkswagen;Tiguan;2016;SUV;Hybrid;Automatic;204988;2591,00;fair;Danapur;KL;India;9;22776,44
Tesla;Model 3;2018;Hatchback;CNG;DCT;133068;6796,00;good;長生郡長生村;Hokkaido;Japan;7;19009,71
Audi;Q3;2023;Hatchback;Petrol;Automatic;22961;24888,00;desconhecido;North Steven;GA;US;2;11480,50
Hyundai;i20;2019;Coupe;Plug-in Hybrid;Automatic;71395;15073,00;new;小金井市;Kanagawa;Japan;6;11899,17
Ford;Maverick;2015;Hatchback;Diesel;Manual;154603;1544,00;good;Carlachester;VIC;Australia;10;15460,30
Mercedes-Benz;GLA;2018;Van;CNG;AMT;112727;6180,00;desconhecido;Monteiro do Oeste;AM;Brazil;7;16103,86
Hyundai;Sonata;2017;Van;Electric;Manual;141668;5293,00;good;Neuss;NI;Germany;8;17708,50
Tesla;Model 3;2014;Crossover;Petrol;Automatic;238208;3106,00;good;Étienne-les-Bains;OCC;France;11;21655,27
Maruti;Dzire;2005;Crossover;Diesel;Automatic;418428;1283,00;excellent;Jalandhar;WB;India;20;20921,40
Nissan;Rogue;2024;MPV;Petrol;CVT;11949;19500,00;fair;Sainte Charles;PACA;France;1;11949,00
Skoda;Octavia;2022;Hatchback;CNG;Manual;38665;8368,00;fair;Perryview;SCT;UK;3;12888,33
Tesla;Model Y;2023;Coupe;Petrol;Automatic;15042;41993,00;desconhecido;Lake Sam;NIR;UK;2;7521,00
Hyundai;Elantra;2020;Convertible;Petrol;Manual;75134;12461,00;excellent;Lake Russellstad;PA;US;5;15026,80
Chevrolet;Malibu;2019;Pickup;Diesel;CVT;150801;7137,00;fair;Arrah;TN;India;6;25133,50
Chevrolet;Equinox;2020;SUV;Petrol;Automatic;102756;9948,00;fair;Säckingen;RP;Germany;5;20551,20
Hyundai;Tucson;2010;Van;Hybrid;Manual;248278;1239,00;fair;New Jamestown;IL;US;15;16551,87
Kia;Sportage;2020;Convertible;Hybrid;Manual;110872;6954,00;salvage;Lacroix;PACA;France;5;22174,40
Kia;Sportage;2020;Sedan;Petrol;Manual;113664;8367,00;good;Bhusawal;PB;India;5;22732,80
Skoda;Slavia;2008;Coupe;Petrol;CVT;200900;1257,00;good;Ahmedland;SCT;UK;17;11817,65
Honda;Accord;2021;Coupe;Electric;Automatic;41611;14305,00;fair;Gailchester;ENG;UK;4;10402,75
Honda;Civic;2021;Sedan;Petrol;Automatic;38426;10628,00;good;North Mary;WA;Australia;4;9606,50
Tata;Nexon;2023;Hatchback;Hybrid;DCT;20287;8953,00;good;East Emmaside;WLS;UK;2;10143,50
Audi;A4;2020;Hatchback;Diesel;Automatic;70146;10757,00;excellent;North Callum;WLS;UK;5;14029,20
Honda;Accord;2011;Sedan;CNG;Automatic;108144;1280,00;fair;Lake Susan;WA;Australia;14;7724,57
Nissan;Rogue;2018;Van;Petrol;DCT;85637;7948,00;good;横浜市港北区;Fukuoka;Japan;7;12233,86
Mahindra;Bolero;2008;Van;Electric;CVT;231411;1204,00;good;Erfurt;TH;Germany;17;13612,41
Mercedes-Benz;GLC;2017;Convertible;Petrol;CVT;67462;14339,00;like new;Jeremytown;IL;US;8;8432,75
Honda;CR-V;2019;Convertible;Petrol;Automatic;99167;12588,00;desconhecido;SchmittVille;GES;France;6;16527,83
Toyota;Innova;2014;Van;Hybrid;Manual;175664;1881,00;good;Lake Gregoryport;NT;Australia;11;15969,45
Skoda;Kushaq;2024;SUV;Electric;Manual;20013;31742,00;good;Firozabad;TG;India;1;20013,00
Mercedes-Benz;GLA;2018;MPV;CNG;Automatic;74737;9887,00;good;Sandraside;WA;Australia;7;10676,71
Tesla;Model Y;2009;Pickup;Petrol;Manual;177071;2140,00;good;Millerborough;IL;US;16;11066,94
Ford;Escape;2017;Pickup;Electric;Manual;48779;8803,00;good;New Kimberley;SCT;UK;8;6097,38
Ford;Explorer;2020;Crossover;Diesel;Manual;48886;10231,00;good;Ramos de Caldeira;AM;Brazil;5;9777,20
Volkswagen;Tiguan;2020;Crossover;Diesel;Automatic;64101;11120,00;good;Eisenach;HH;Germany;5;12820,20
BMW;5 Series;2021;Pickup;Hybrid;Manual;39814;33188,00;like new;East Erika;NY;US;4;9953,50
Toyota;RAV4;2019;Crossover;Petrol;Manual;97518;6362,00;good;Cape Town;NW;South Africa;6;16253,00
Volkswagen;Tiguan;2016;Hatchback;Petrol;Automatic;208797;1443,00;fair;Heiligenstadt;ST;Germany;9;23199,67
Toyota;Fortuner;2020;Van;Hybrid;Automatic;99167;10007,00;good;Nürtingen;ST;Germany;5;19833,40
Kia;Sportage;2019;Hatchback;Diesel;Automatic;81977;5800,00;like new;Durban;KZN;South Africa;6;13662,83
Tata;Altroz;2013;Hatchback;Diesel;Manual;120775;1194,00;good;Snyderbury;TAS;Australia;12;10064,58
Ford;Escape;2017;SUV;Electric;CVT;48740;7576,00;good;Pimenta;AM;Brazil;8;6092,50
Hyundai;Creta;2021;Coupe;Petrol;Manual;31514;16663,00;excellent;Ramirezberg;MI;US;4;7878,50
Tesla;Model Y;2018;MPV;Petrol;Automatic;90231;8965,00;good;Anneport;NIR;UK;7;12890,14
Mahindra;Bolero;2020;Pickup;Petrol;Automatic;49883;5986,00;salvage;New Carlahaven;IL;US;5;9976,60
Mahindra;XUV700;2025;Pickup;Electric;Automatic;102993;27192,00;fair;Sömmerda;BB;Germany;0;13684,21
Tata;Altroz;2018;Van;Hybrid;CVT;76350;4684,00;good;Foleymouth;NT;Australia;7;10907,14
Hyundai;Sonata;2012;SUV;Petrol;Automatic;132561;1645,00;good;Anthonyview;QC;Canada;13;10197,00
Mercedes-Benz;GLA;2010;Convertible;Petrol;Automatic;110837;2497,00;fair;West Susanchester;TAS;Australia;15;7389,13
Tata;Nexon;2021;Van;Petrol;CVT;50594;8345,00;good;Castro;BA;Brazil;4;12648,50
Mahindra;Bolero;2022;Convertible;Diesel;AMT;47470;13745,00;good;Port Elizabeth;NW;South Africa;3;15823,33
Honda;CR-V;2019;Coupe;Electric;Manual;49889;12243,00;excellent;Weaverborough;NT;Australia;6;8314,83
Kia;Sportage;2014;Hatchback;Hybrid;CVT;275090;1817,00;new;Waren;SH;Germany;11;25008,18
Ford;Explorer;2017;Sedan;Petrol;Manual;64210;4281,00;fair;Vargas de Teixeira;AM;Brazil;8;8026,25
Maruti;Ertiga;2020;Hatchback;Petrol;Automatic;65252;3951,00;fair;Pretoria;MP;South Africa;5;13050,40
Toyota;RAV4;2021;Convertible;Petrol;Manual;44737;16279,00;good;Barajaschester;MB;Canada;4;11184,25
Kia;Sonet;2014;Hatchback;Electric;Manual;205929;1194,00;fair;横浜市泉区;Osaka;Japan;11;18720,82
Skoda;Octavia;2020;Convertible;Petrol;Automatic;118400;13269,00;excellent;Mirzapur;TG;India;5;23680,00
Hyundai;i20;2012;Convertible;Electric;Automatic;158039;2038,00;excellent;Benjaminland;NY;US;13;12156,85
Mahindra;Scorpio;2019;Convertible;Petrol;Automatic;58706;7840,00;good;Durban;LP;South Africa;6;9784,33
Ford;Explorer;2016;Pickup;Electric;Automatic;152666;5981,00;excellent;Arnstadt;BW;Germany;9;16962,89
Tata;Nexon;2017;Hatchback;Diesel;Automatic;98286;2009,00;good;Cape Town;LP;South Africa;8;12285,75
Mercedes-Benz;GLA;2020;Hatchback;Diesel;Automatic;113934;10462,00;good;福生市;Kanagawa;Japan;5;22786,80
Hyundai;Creta;2017;Coupe;Petrol;DCT;168459;2505,00;salvage;Siwan;WB;India;8;21057,38
Tata;Harrier;2025;Van;Electric;Manual;102993;21860,00;fair;Jorhat;UP;India;0;13684,21
Honda;Accord;2007;Pickup;Electric;Automatic;108838;1293,00;good;North William;IL;US;18;6046,56
Honda;CR-V;2012;Pickup;CNG;Automatic;93955;2692,00;fair;Stoneland;NL;Canada;13;7227,31
Chevrolet;Trax;2014;Convertible;Petrol;Automatic;104143;3434,00;good;Bloemfontein;NC;South Africa;11;9467,55
Tata;Altroz;2013;Crossover;CNG;Automatic;196469;1175,00;good;Port Elizabeth;MP;South Africa;12;16372,42
Tata;Harrier;2009;Van;Hybrid;Automatic;146313;1207,00;good;Scotttown;SK;Canada;16;9144,56
Maruti;Dzire;2021;Coupe;Petrol;Automatic;59850;8840,00;good;Thomashaven;ACT;Australia;4;14962,50
Honda;Civic;2012;SUV;Hybrid;Manual;152280;1928,00;excellent;Fernandes Verde;PE;Brazil;13;11713,85
Chevrolet;Malibu;2012;Coupe;Diesel;Automatic;137341;1822,00;excellent;Souza da Mata;CE;Brazil;13;10564,69
Skoda;Octavia;2021;Sedan;Petrol;Automatic;49713;11847,00;excellent;Welchside;NT;Australia;4;12428,25
Volkswagen;Taigun;2019;Convertible;Diesel;Manual;105863;9948,00;good;Waldmünchen;HB;Germany;6;17643,83
Chevrolet;Malibu;2006;Convertible;Petrol;Automatic;207349;1212,00;good;South Shirleyland;NIR;UK;19;10913,11
Tesla;Model 3;2015;SUV;Petrol;Manual;209186;4091,00;good;Sainte Gilles;OCC;France;10;20918,60
Kia;Sonet;2016;Crossover;Diesel;Automatic;155244;4693,00;excellent;Saarbrücken;NI;Germany;9;17249,33
Tesla;Model 3;2023;Sedan;Diesel;Automatic;50214;27247,00;excellent;Begusarai;RJ;India;2;25107,00
Honda;Amaze;2022;Crossover;Petrol;Manual;63683;18017,00;excellent;Gifhorn;NI;Germany;3;21227,67
Kia;Sonet;2020;Crossover;Diesel;Manual;48681;11583,00;good;Johnsonburgh;TAS;Australia;5;9736,20
Ford;Maverick;2022;Pickup;Electric;Automatic;52313;25396,00;good;Neveu;HDF;France;3;17437,67
Kia;Sorento;2014;Coupe;Petrol;Automatic;161988;3477,00;excellent;Deschamps;IDF;France;11;14726,18
Tata;Punch;2013;Pickup;Petrol;Automatic;181624;1803,00;excellent;West Sophieland;NIR;UK;12;15135,33
Nissan;Magnite;2016;Crossover;Diesel;Automatic;198936;2920,00;good;Grenier;NAQ;France;9;22104,00
Hyundai;Tucson;2019;Pickup;Petrol;Manual;92979;11541,00;good;Madurai;HR;India;6;15496,50
Volkswagen;Tiguan;2022;Hatchback;CNG;Automatic;46759;10329,00;good;Simmonsborough;AZ;US;3;15586,33
Audi;A6;2014;SUV;CNG;Automatic;101114;5527,00;good;South Michelle;ON;Canada;11;9192,18
Mahindra;XUV700;2019;SUV;Hybrid;Automatic;92096;7511,00;good;Gaudinnec;PDL;France;6;15349,33
Toyota;Innova;2021;Van;Petrol;Manual;54392;12973,00;good;Simon;BFC;France;4;13598,00
Ford;Maverick;2015;Van;Diesel;Manual;156334;3031,00;new;Loganborough;NL;Canada;10;15633,40
Skoda;Octavia;2023;Convertible;Diesel;Manual;30364;13491,00;salvage;Morganborough;WLS;UK;2;15182,00
Ford;F-150;2012;SUV;Hybrid;CVT;103032;2947,00;like new;Terryberg;ENG;UK;13;7925,54
Toyota;Corolla;2019;SUV;Petrol;Manual;110767;8821,00;good;川崎市中原区;Kanagawa;Japan;6;18461,17
Kia;Sorento;2017;SUV;Petrol;Manual;119390;4531,00;good;North Melissastad;MB;Canada;8;14923,75
Volkswagen;Jetta;2014;Van;Diesel;Automatic;186693;2397,00;good;横浜市西区;Osaka;Japan;11;16972,09
Ford;Maverick;2020;SUV;Petrol;DCT;73930;10901,00;good;Port Bethfurt;AB;Canada;5;14786,00
Honda;Civic;2014;SUV;Petrol;Manual;183547;2458,00;good;Almeida de Sá;MG;Brazil;11;16686,09
Tata;Punch;2005;Coupe;Diesel;CVT;169479;1149,00;excellent;Andrade do Oeste;MG;Brazil;20;8473,95
Kia;Sonet;2023;Pickup;Petrol;Automatic;22470;30956,00;excellent;South Jessicastad;ON;Canada;2;11235,00
Tesla;Model 3;2013;Pickup;Hybrid;CVT;284671;2981,00;fair;利島村;Tokyo;Japan;12;23722,58
Chevrolet;Trax;2012;Coupe;Petrol;CVT;173491;2021,00;good;Wiedenbrück;ST;Germany;13;13345,46
BMW;X5;2015;Pickup;Petrol;Automatic;259792;5109,00;good;山武郡横芝光町;Tokyo;Japan;10;25979,20
Nissan;Magnite;2018;Pickup;Plug-in Hybrid;DCT;78384;9937,00;excellent;Vasconcelos dos Dourados;PR;Brazil;7;11197,71
